,true_tokens,pred_tokens,t_labels,p_labels
16249,food,food,O,O
16250,in,in,O,O
16251,the,the,O,O
16252,downtown,downtown,O,O
16253,core,core,O,O
16254,.,.,O,O
16255,The,The,O,O
16256,curries,curries,O,B-MENU
16257,are,are,O,O
16258,quiet,quiet,O,O
16259,good,good,O,O
16260,and,and,O,O
16261,I,I,O,O
16262,usually,usually,O,O
16263,order,order,O,O
16264,with,with,O,O
16265,naan,naan,B-MENU,B-MENU
16266,.,.,O,O
16267,Was,Was,O,O
16268,not,not,O,O
16269,too,too,O,O
16270,happy,happy,O,O
16271,with,with,O,O
16272,biryani,biryani,B-MENU,B-MENU
16273,.,.,O,O
16274,Quantity,Quantity,O,O
16275,is,is,O,O
16276,not,not,O,O
16277,a,a,O,O
16278,lot,lot,O,O
16279,for,for,O,O
16280,what,what,O,O
16281,they,they,O,O
16282,charge,charge,O,O
16283,.,.,O,O
16284,Decor,Decor,O,O
16285,is,is,O,O
16286,okay,okay,O,O
16287,.,.,O,O
16288,I,I,O,O
16289,am,am,O,O
16290,in,in,O,O
16291,town,town,O,O
16292,for,for,O,O
16293,work,work,O,O
16294,so,so,O,O
16295,I,I,O,O
16296,am,am,O,O
16297,alone,alone,O,O
16298,when,when,O,O
16299,I,I,O,O
16300,go,go,O,O
16301,there,there,O,O
16302,and,and,O,O
16303,am,am,O,O
16304,forced,forced,O,O
16305,to,to,O,O
16306,order,order,O,O
16307,just,just,O,O
16308,1,1,O,O
16309,curry,curry,O,O
16310,else,else,O,O
16311,it,it,O,O
16312,is,is,O,O
16313,too,too,O,O
16314,much,much,O,O
16315,.,.,O,O
16316,They,They,O,O
16317,should,should,O,O
16318,allow,allow,O,O
16319,singles,singles,O,O
16320,to,to,O,O
16321,order,order,O,O
16322,half,half,O,O
16323,quantity,quantity,O,O
16324,of,of,O,O
16325,curries,curries,O,O
16326,so,so,O,O
16327,I,I,O,O
16328,would,would,O,O
16329,order,order,O,O
16330,2,2,O,O
16331,or,or,O,O
16332,3,3,O,O
16333,of,of,O,O
16334,these,these,O,O
16335,"""","""",O,O
16336,halves,halves,O,O
16337,"""","""",O,O
16338,.,.,O,O
16339,Matagalli,Matagalli,O,O
16340,allows,allows,O,O
16341,me,me,O,O
16342,to,to,O,O
16343,order,order,O,O
16344,halves.Great,halves.Great,O,O
16345,Indian,Indian,O,O
16346,cuisine,cuisine,O,O
16347,.,.,O,O
16348,Although,Although,O,O
16349,the,the,O,O
16350,place,place,O,O
16351,is,is,O,O
16352,quite,quite,O,O
16353,compact,compact,O,O
16354,",",",",O,O
16355,the,the,O,O
16356,service,service,O,O
16357,is,is,O,O
16358,great,great,O,O
16359,.,.,O,O
16360,Their,Their,O,O
16361,chaat,chaat,B-MENU,B-MENU
16362,is,is,O,O
16363,surprisingly,surprisingly,O,O
16364,awesome,awesome,O,O
16365,and,and,O,O
16366,is,is,O,O
16367,quite,quite,O,O
16368,near,near,O,O
16369,to,to,O,O
16370,the,the,O,O
16371,one,one,O,O
16372,you,you,O,O
16373,find,find,O,O
16374,on,on,O,O
16375,the,the,O,O
16376,streets,streets,O,O
16377,of,of,O,O
16378,Bombay,Bombay,O,O
16379,(,(,O,O
16380,obviously,obviously,O,O
16381,the,the,O,O
16382,original,original,O,O
16383,one,one,O,O
16384,wins,wins,O,O
16385,),),O,O
16386,.,.,O,O
16387,I,I,O,O
16388,work,work,O,O
16389,across,across,O,O
16390,from,from,O,O
16391,there,there,O,O
16392,so,so,O,O
16393,I,I,O,O
16394,have,have,O,O
16395,been,been,O,O
16396,more,more,O,O
16397,than,than,O,O
16398,I,I,O,O
16399,admit,admit,O,O
16400,.,.,O,O
16401,Cheap,Cheap,O,O
16402,lunch,lunch,O,O
16403,buffet,buffet,O,O
16404,(,(,O,O
16405,$12ish,$12ish,O,O
16406,),),O,O
16407,",",",",O,O
16408,great,great,O,O
16409,food,food,O,O
16410,",",",",O,O
16411,good,good,O,O
16412,service,service,O,O
16413,.,.,O,O
16414,-,-,O,O
16415,1,1,O,O
16416,star,star,O,O
16417,:,:,O,O
16418,Even,Even,O,O
16419,for,for,O,O
16420,an,an,O,O
16421,indian,indian,O,O
16422,buffet,buffet,O,O
16423,",",",",O,O
16424,the,the,O,O
16425,selection,selection,O,O
16426,is,is,O,O
16427,not,not,O,O
16428,very,very,O,O
16429,high,high,O,O
16430,.,.,O,O
16431,And,And,O,O
16432,you,you,O,O
16433,can,can,O,O
16434,forget,forget,O,O
16435,about,about,O,O
16436,spices,spices,O,O
16437,",",",",O,O
16438,because,because,O,O
16439,this,this,O,O
16440,place,place,O,O
16441,is,is,O,O
16442,western-certified,western-certified,O,O
16443,plain,plain,O,O
16444,.,.,O,O
16445,If,If,O,O
16446,you,you,O,O
16447,want,want,O,O
16448,spicy,spicy,O,O
16449,you'll,you'll,O,O
16450,have,have,O,O
16451,to,to,O,O
16452,use,use,O,O
16453,their,their,O,O
16454,hot,hot,B-MENU,B-MENU
16455,sauce,sauce,I-MENU,I-MENU
16456,",",",",O,O
16457,which,which,O,O
16458,is,is,O,O
16459,even,even,O,O
16460,not,not,O,O
16461,spicy,spicy,O,O
16462,.,.,O,O
16463,Give,Give,O,O
16464,me,me,O,O
16465,some,some,O,O
16466,real,real,O,O
16467,indian,indian,O,O
16468,flavor,flavor,O,O
16469,!,!,O,O
16470,!,!,O,O
16471,Bad,Bad,O,O
16472,food,food,O,O
16473,and,and,O,O
16474,questionable,questionable,O,O
16475,service,service,O,O
16476,.,.,O,O
16477,They're,They're,O,O
16478,fooling,fooling,O,O
16479,ppl,ppl,O,O
16480,in,in,O,O
16481,the,the,O,O
16482,name,name,O,O
16483,of,of,O,O
16484,indian,indian,O,O
16485,food,food,O,O
16486,.,.,O,O
16487,This,This,O,O
16488,isn't,isn't,O,O
16489,authentic,authentic,O,O
16490,Indian,Indian,O,O
16491,food,food,O,O
16492,.,.,O,O
16493,.,.,O,O
16494,Poor,Poor,O,O
16495,quality,quality,O,O
16496,meat,meat,O,O
16497,.,.,O,O
16498,.,.,O,O
16499,We,We,O,O
16500,all,all,O,O
16501,are,are,O,O
16502,feeling,feeling,O,O
16503,sick,sick,O,O
16504,after,after,O,O
16505,eating,eating,O,O
16506,here,here,O,O
16507,.,.,O,O
16508,WON'T,WON'T,O,O
16509,RECOMMEND,RECOMMEND,O,O
16510,ANYONEI,ANYONEI,O,O
16511,heard,heard,O,O
16512,about,about,O,O
16513,this,this,O,O
16514,place,place,O,O
16515,a,a,O,O
16516,while,while,O,O
16517,ago,ago,O,O
16518,",",",",O,O
16519,and,and,O,O
16520,only,only,O,O
16521,recently,recently,O,O
16522,went,went,O,O
16523,here,here,O,O
16524,with,with,O,O
16525,a,a,O,O
16526,colleague,colleague,O,O
16527,for,for,O,O
16528,their,their,O,O
16529,buffet,buffet,O,O
16530,and,and,O,O
16531,boy,boy,O,O
16532,was,was,O,O
16533,I,I,O,O
16534,surprised,surprised,O,O
16535,.,.,O,O
16536,From,From,O,O
16537,what,what,O,O
16538,I,I,O,O
16539,understand,understand,O,O
16540,",",",",O,O
16541,It,It,O,O
16542,has,has,O,O
16543,been,been,O,O
16544,remodeled,remodeled,O,O
16545,recently,recently,O,O
16546,and,and,O,O
16547,it's,it's,O,O
16548,a,a,O,O
16549,little,little,O,O
16550,posh,posh,O,O
16551,for,for,O,O
16552,my,my,O,O
16553,liking,liking,O,O
16554,.,.,O,O
16555,I,I,O,O
16556,definitely,definitely,O,O
16557,felt,felt,O,O
16558,under,under,O,O
16559,dressed,dressed,O,O
16560,with,with,O,O
16561,my,my,O,O
16562,baggy,baggy,O,O
16563,jeans,jeans,O,O
16564,and,and,O,O
16565,a,a,O,O
16566,t-shirt,t-shirt,O,O
16567,",",",",O,O
16568,but,but,O,O
16569,given,given,O,O
16570,that,that,O,O
16571,I'm,I'm,O,O
16572,of,of,O,O
16573,indian,indian,O,O
16574,ancestry,ancestry,O,O
16575,so,so,O,O
16576,I,I,O,O
16577,guess,guess,O,O
16578,it,it,O,O
16579,didn't,didn't,O,O
16580,matter,matter,O,O
16581,too,too,O,O
16582,much,much,O,O
16583,.,.,O,O
16584,I,I,O,O
16585,honestly,honestly,O,O
16586,don't,don't,O,O
16587,know,know,O,O
16588,if,if,O,O
16589,they,they,O,O
16590,have,have,O,O
16591,a,a,O,O
16592,dress,dress,O,O
16593,code,code,O,O
16594,but,but,O,O
16595,it,it,O,O
16596,is,is,O,O
16597,definitely,definitely,O,O
16598,possible,possible,O,O
16599,given,given,O,O
16600,that,that,O,O
16601,I,I,O,O
16602,was,was,O,O
16603,the,the,O,O
16604,odd,odd,O,O
16605,one,one,O,O
16606,out,out,O,O
16607,.,.,O,O
16608,The,The,O,O
16609,food,food,O,O
16610,itself,itself,O,O
16611,was,was,O,O
16612,great,great,O,O
16613,",",",",O,O
16614,very,very,O,O
16615,flavourful,flavourful,O,O
16616,with,with,O,O
16617,only,only,O,O
16618,a,a,O,O
16619,hint,hint,O,O
16620,of,of,O,O
16621,chili,chili,O,O
16622,.,.,O,O
16623,I,I,O,O
16624,did,did,O,O
16625,manage,manage,O,O
16626,to,to,O,O
16627,sample,sample,O,O
16628,a,a,O,O
16629,sizable,sizable,O,O
16630,chunk,chunk,O,O
16631,of,of,O,O
16632,their,their,O,O
16633,menu,menu,O,O
16634,all,all,O,O
16635,of,of,O,O
16636,which,which,O,O
16637,were,were,O,O
16638,seasoned,seasoned,O,O
16639,well,well,O,O
16640,and,and,O,O
16641,great,great,O,O
16642,.,.,O,O
16643,The,The,O,O
16644,only,only,O,O
16645,problem,problem,O,O
16646,was,was,O,O
16647,that,that,O,O
16648,they,they,O,O
16649,had,had,O,O
16650,run,run,O,O
16651,out,out,O,O
16652,of,of,O,O
16653,naan,naan,B-MENU,B-MENU
16654,",",",",O,O
16655,which,which,O,O
16656,is,is,O,O
16657,somewhat,somewhat,O,O
16658,of,of,O,O
16659,a,a,O,O
16660,cardinal,cardinal,O,O
16661,sin,sin,O,O
16662,for,for,O,O
16663,an,an,O,O
16664,indian,indian,O,O
16665,restaurant,restaurant,O,O
16666,.,.,O,O
16667,I,I,O,O
16668,had,had,O,O
16669,completed,completed,O,O
16670,my,my,O,O
16671,meal,meal,O,O
16672,by,by,O,O
16673,the,the,O,O
16674,time,time,O,O
16675,more,more,O,O
16676,naan,naan,B-MENU,B-MENU
16677,was,was,O,O
16678,available,available,O,O
16679,.,.,O,O
16680,Aside,Aside,O,O
16681,from,from,O,O
16682,that,that,O,O
16683,I,I,O,O
16684,had,had,O,O
16685,a,a,O,O
16686,really,really,O,O
16687,good,good,O,O
16688,time,time,O,O
16689,",",",",O,O
16690,but,but,O,O
16691,bring,bring,O,O
16692,some,some,O,O
16693,friends,friends,O,O
16694,as,as,O,O
16695,it,it,O,O
16696,is,is,O,O
16697,a,a,O,O
16698,very,very,O,O
16699,social,social,O,O
16700,environment,environment,O,O
16701,.,.,O,O
16702,Recommendations,Recommendations,O,O
16703,:,:,O,O
16704,Chole,Chole,B-MENU,B-MENU
16705,Palau,Palau,I-MENU,I-MENU
16706,Onion,Onion,I-MENU,I-MENU
16707,Pakora,Pakora,I-MENU,I-MENU
16708,Mango,Mango,I-MENU,I-MENU
16709,Kulfi,Kulfi,I-MENU,I-MENU
16710,Cauliflower,Cauliflower,I-MENU,I-MENU
16711,BhajiCame,BhajiCame,I-MENU,I-MENU
16712,here,here,O,O
16713,for,for,O,O
16714,Valentine's,Valentine's,O,O
16715,Day,Day,O,O
16716,and,and,O,O
16717,the,the,O,O
16718,place,place,O,O
16719,was,was,O,O
16720,quite,quite,O,O
16721,busy,busy,O,O
16722,.,.,O,O
16723,We,We,O,O
16724,were,were,O,O
16725,seated,seated,O,O
16726,by,by,O,O
16727,the,the,O,O
16728,window,window,O,O
16729,tucked,tucked,O,O
16730,in,in,O,O
16731,the,the,O,O
16732,corner,corner,O,O
16733,.,.,O,O
16734,The,The,O,O
16735,restaurant,restaurant,O,O
16736,itself,itself,O,O
16737,was,was,O,O
16738,nice,nice,O,O
16739,looking,looking,O,O
16740,but,but,O,O
16741,the,the,O,O
16742,table,table,O,O
16743,arrangements,arrangements,O,O
16744,were,were,O,O
16745,a,a,O,O
16746,little,little,O,O
16747,strange,strange,O,O
16748,.,.,O,O
16749,The,The,O,O
16750,service,service,O,O
16751,was,was,O,O
16752,awfully,awfully,O,O
16753,slow,slow,O,O
16754,and,and,O,O
16755,not,not,O,O
16756,as,as,O,O
16757,friendly,friendly,O,O
16758,as,as,O,O
16759,I,I,O,O
16760,would,would,O,O
16761,prefer,prefer,O,O
16762,.,.,O,O
16763,It,It,O,O
16764,took,took,O,O
16765,over,over,O,O
16766,2,2,O,O
16767,hours,hours,O,O
16768,for,for,O,O
16769,the,the,O,O
16770,appetizer,appetizer,O,O
16771,and,and,O,O
16772,food,food,O,O
16773,to,to,O,O
16774,be,be,O,O
16775,delivered,delivered,O,O
16776,to,to,O,O
16777,our,our,O,O
16778,table,table,O,O
16779,.,.,O,O
16780,We,We,O,O
16781,were,were,O,O
16782,often,often,O,O
16783,ignored,ignored,O,O
16784,and,and,O,O
16785,were,were,O,O
16786,told,told,O,O
16787,the,the,O,O
16788,food,food,O,O
16789,would,would,O,O
16790,be,be,O,O
16791,right,right,O,O
16792,up,up,O,O
16793,",",",",O,O
16794,and,and,O,O
16795,then,then,O,O
16796,we,we,O,O
16797,waited,waited,O,O
16798,and,and,O,O
16799,waited,waited,O,O
16800,some,some,O,O
16801,more,more,O,O
16802,.,.,O,O
16803,we,we,O,O
16804,ordered,ordered,O,O
16805,:,:,O,O
16806,Appetizer,Appetizer,O,B-MENU
16807,platter,platter,O,I-MENU
16808,-,-,O,O
16809,Onion,Onion,B-MENU,B-MENU
16810,bhajia,bhajia,I-MENU,I-MENU
16811,",",",",O,O
16812,Vegetable,Vegetable,B-MENU,B-MENU
16813,pakora,pakora,I-MENU,I-MENU
16814,",",",",O,O
16815,chicken,chicken,B-MENU,B-MENU
16816,pakora,pakora,I-MENU,I-MENU
16817,and,and,O,O
16818,a,a,O,O
16819,samosa,samosa,B-MENU,B-MENU
16820,.,.,O,O
16821,Nothing,Nothing,O,O
16822,impressed,impressed,O,O
16823,me,me,O,O
16824,at,at,O,O
16825,all,all,O,O
16826,.,.,O,O
16827,The,The,O,O
16828,samosa,samosa,B-MENU,B-MENU
16829,was,was,O,O
16830,horrible,horrible,O,O
16831,and,and,O,O
16832,one,one,O,O
16833,of,of,O,O
16834,the,the,O,O
16835,worst,worst,O,O
16836,ones,ones,O,O
16837,i,i,O,O
16838,have,have,O,O
16839,ever,ever,O,O
16840,tasted,tasted,O,O
16841,.,.,O,O
16842,Tandoori,Tandoori,B-MENU,B-MENU
16843,chicken,chicken,I-MENU,I-MENU
16844,-,-,O,O
16845,this,this,O,O
16846,was,was,O,O
16847,nicely,nicely,O,O
16848,done,done,O,O
16849,",",",",O,O
16850,good,good,O,O
16851,taste,taste,O,O
16852,and,and,O,O
16853,nice,nice,O,O
16854,presentation,presentation,O,O
16855,Butter,Butter,B-MENU,B-MENU
16856,chicken,chicken,I-MENU,I-MENU
16857,-,-,O,O
16858,I,I,O,O
16859,liked,liked,O,O
16860,the,the,O,O
16861,sauce,sauce,O,B-MENU
16862,but,but,O,O
16863,the,the,O,O
16864,chicken,chicken,O,O
16865,tasted,tasted,O,O
16866,strange,strange,O,O
16867,.,.,O,O
16868,The,The,O,O
16869,meat,meat,O,O
16870,was,was,O,O
16871,tough,tough,O,O
16872,Garlic,Garlic,B-MENU,B-MENU
16873,naan,naan,I-MENU,I-MENU
16874,-,-,O,O
16875,very,very,O,O
16876,garlicy,garlicy,O,O
16877,!,!,O,O
16878,still,still,O,O
16879,tasty,tasty,O,O
16880,though,though,O,O
16881,Roti,Roti,B-MENU,B-MENU
16882,-,-,O,O
16883,nicely,nicely,O,O
16884,done,done,O,O
16885,",",",",O,O
16886,hot,hot,O,O
16887,and,and,O,O
16888,fresh,fresh,O,O
16889,Rice,Rice,B-MENU,B-MENU
16890,-,-,O,O
16891,well,well,O,O
16892,done,done,O,O
16893,The,The,O,O
16894,owner,owner,O,O
16895,came,came,O,O
16896,over,over,O,O
16897,and,and,O,O
16898,spoke,spoke,O,O
16899,with,with,O,O
16900,us,us,O,O
16901,as,as,O,O
16902,well,well,O,O
16903,for,for,O,O
16904,about,about,O,O
16905,15,15,O,O
16906,minutes,minutes,O,O
16907,.,.,O,O
16908,I,I,O,O
16909,must,must,O,O
16910,say,say,O,O
16911,i,i,O,O
16912,really,really,O,O
16913,enjoy,enjoy,O,O
16914,when,when,O,O
16915,the,the,O,O
16916,owner,owner,O,O
16917,makes,makes,O,O
16918,his,his,O,O
16919,rounds,rounds,O,O
16920,and,and,O,O
16921,talks,talks,O,O
16922,to,to,O,O
16923,the,the,O,O
16924,guests,guests,O,O
16925,.,.,O,O
16926,He,He,O,O
16927,was,was,O,O
16928,a,a,O,O
16929,really,really,O,O
16930,nice,nice,O,O
16931,guy,guy,O,O
16932,and,and,O,O
16933,was,was,O,O
16934,open,open,O,O
16935,and,and,O,O
16936,honest,honest,O,O
16937,about,about,O,O
16938,his,his,O,O
16939,restaurant,restaurant,O,O
16940,.,.,O,O
16941,I,I,O,O
16942,really,really,O,O
16943,enjoyed,enjoyed,O,O
16944,speaking,speaking,O,O
16945,with,with,O,O
16946,him,him,O,O
16947,and,and,O,O
16948,thought,thought,O,O
16949,his,his,O,O
16950,customer,customer,O,O
16951,service,service,O,O
16952,skills,skills,O,O
16953,were,were,O,O
16954,excellent,excellent,O,O
16955,.,.,O,O
16956,I,I,O,O
16957,wasn't,wasn't,O,O
16958,sure,sure,O,O
16959,if,if,O,O
16960,i,i,O,O
16961,would,would,O,O
16962,ever,ever,O,O
16963,come,come,O,O
16964,back,back,O,O
16965,here,here,O,O
16966,again,again,O,O
16967,but,but,O,O
16968,after,after,O,O
16969,speaking,speaking,O,O
16970,with,with,O,O
16971,the,the,O,O
16972,owner,owner,O,O
16973,I,I,O,O
16974,might,might,O,O
16975,give,give,O,O
16976,it,it,O,O
16977,one,one,O,O
16978,more,more,O,O
16979,chance.DO,chance.DO,O,O
16980,NOT,NOT,O,O
16981,TRY,TRY,O,O
16982,TO,TO,O,O
16983,BUY,BUY,O,O
16984,A,A,O,O
16985,GIFT,GIFT,O,O
16986,CERTIFICATE,CERTIFICATE,O,O
16987,HERE,HERE,O,O
16988,.,.,O,O
16989,My,My,O,O
16990,parents,parents,O,O
16991,love,love,O,O
16992,this,this,O,O
16993,restaurant,restaurant,O,O
16994,.,.,O,O
16995,So,So,O,O
16996,for,for,O,O
16997,their,their,O,O
16998,28th,28th,O,O
16999,wedding,wedding,O,O
17000,anniversary,anniversary,O,O
17001,",",",",O,O
17002,I,I,O,O
17003,called,called,O,O
17004,to,to,O,O
17005,ask,ask,O,O
17006,if,if,O,O
17007,Aroma,Aroma,O,O
17008,issues,issues,O,O
17009,gift,gift,O,O
17010,certificates,certificates,O,O
17011,.,.,O,O
17012,The,The,O,O
17013,person,person,O,O
17014,I,I,O,O
17015,spoke,spoke,O,O
17016,to,to,O,O
17017,on,on,O,O
17018,the,the,O,O
17019,phone,phone,O,O
17020,said,said,O,O
17021,"""","""",O,O
17022,yes,yes,O,O
17023,",",",",O,O
17024,we,we,O,O
17025,do,do,O,O
17026,all,all,O,O
17027,the,the,O,O
17028,time,time,O,O
17029,"""","""",O,O
17030,and,and,O,O
17031,told,told,O,O
17032,me,me,O,O
17033,to,to,O,O
17034,"""","""",O,O
17035,come,come,O,O
17036,in,in,O,O
17037,anytime,anytime,O,O
17038,tomorrow,tomorrow,O,O
17039,"""","""",O,O
17040,to,to,O,O
17041,buy,buy,O,O
17042,one,one,O,O
17043,.,.,O,O
17044,I,I,O,O
17045,show,show,O,O
17046,up,up,O,O
17047,the,the,O,O
17048,next,next,O,O
17049,day,day,O,O
17050,.,.,O,O
17051,They,They,O,O
17052,tell,tell,O,O
17053,me,me,O,O
17054,they,they,O,O
17055,can't,can't,O,O
17056,access,access,O,O
17057,the,the,O,O
17058,gift,gift,O,O
17059,certificates,certificates,O,O
17060,because,because,O,O
17061,they,they,O,O
17062,are,are,O,O
17063,locked,locked,O,O
17064,in,in,O,O
17065,the,the,O,O
17066,owner's,owner's,O,O
17067,office,office,O,O
17068,and,and,O,O
17069,he,he,O,O
17070,isn't,isn't,O,O
17071,in,in,O,O
17072,.,.,O,O
17073,They,They,O,O
17074,",",",",O,O
17075,however,however,O,O
17076,",",",",O,O
17077,call,call,O,O
17078,the,the,O,O
17079,owner,owner,O,O
17080,and,and,O,O
17081,then,then,O,O
17082,tell,tell,O,O
17083,me,me,O,O
17084,that,that,O,O
17085,if,if,O,O
17086,I,I,O,O
17087,pay,pay,O,O
17088,the,the,O,O
17089,$75,$75,O,O
17090,I,I,O,O
17091,want,want,O,O
17092,to,to,O,O
17093,put,put,O,O
17094,on,on,O,O
17095,the,the,O,O
17096,certificate,certificate,O,O
17097,",",",",O,O
17098,they,they,O,O
17099,will,will,O,O
17100,deliver,deliver,O,O
17101,it,it,O,O
17102,to,to,O,O
17103,my,my,O,O
17104,house,house,O,O
17105,the,the,O,O
17106,next,next,O,O
17107,day,day,O,O
17108,.,.,O,O
17109,It's,It's,O,O
17110,now,now,O,O
17111,three,three,O,O
17112,days,days,O,O
17113,later,later,O,O
17114,and,and,O,O
17115,nothing,nothing,O,O
17116,has,has,O,O
17117,been,been,O,O
17118,delivered,delivered,O,O
17119,.,.,O,O
17120,I,I,O,O
17121,had,had,O,O
17122,to,to,O,O
17123,email,email,O,O
17124,them,them,O,O
17125,and,and,O,O
17126,also,also,O,O
17127,call,call,O,O
17128,them,them,O,O
17129,(,(,O,O
17130,and,and,O,O
17131,by,by,O,O
17132,the,the,O,O
17133,way,way,O,O
17134,",",",",O,O
17135,when,when,O,O
17136,I,I,O,O
17137,called,called,O,O
17138,",",",",O,O
17139,I,I,O,O
17140,was,was,O,O
17141,told,told,O,O
17142,"""","""",O,O
17143,yes,yes,O,O
17144,I,I,O,O
17145,spoke,spoke,O,O
17146,to,to,O,O
17147,the,the,O,O
17148,owner,owner,O,O
17149,yesterday,yesterday,O,O
17150,and,and,O,O
17151,told,told,O,O
17152,him,him,O,O
17153,you,you,O,O
17154,wanted,wanted,O,O
17155,a,a,O,O
17156,gift,gift,O,O
17157,certificate,certificate,O,O
17158,"""","""",O,O
17159,),),O,O
17160,.,.,O,O
17161,Uh,Uh,O,O
17162,",",",",O,O
17163,you,you,O,O
17164,did,did,O,O
17165,that,that,O,O
17166,THREE,THREE,O,O
17167,days,days,O,O
17168,ago,ago,O,O
17169,.,.,O,O
17170,Why,Why,O,O
17171,did,did,O,O
17172,you,you,O,O
17173,have,have,O,O
17174,to,to,O,O
17175,tell,tell,O,O
17176,him,him,O,O
17177,again,again,O,O
17178,yesterday,yesterday,O,O
17179,?,?,O,O
17180,I,I,O,O
17181,am,am,O,O
17182,now,now,O,O
17183,without,without,O,O
17184,an,an,O,O
17185,anniversary,anniversary,O,O
17186,present,present,O,O
17187,for,for,O,O
17188,my,my,O,O
17189,parents,parents,O,O
17190,",",",",O,O
17191,all,all,O,O
17192,due,due,O,O
17193,to,to,O,O
17194,Aroma's,Aroma's,O,O
17195,shoddy,shoddy,O,O
17196,service,service,O,O
17197,and,and,O,O
17198,misrepresentations,misrepresentations,O,O
17199,.,.,O,O
17200,Food,Food,O,O
17201,might,might,O,O
17202,be,be,O,O
17203,good,good,O,O
17204,but,but,O,O
17205,don't,don't,O,O
17206,expect,expect,O,O
17207,any,any,O,O
17208,service,service,O,O
17209,whatsoever,whatsoever,O,O
17210,-,-,O,O
17211,and,and,O,O
17212,don't,don't,O,O
17213,try,try,O,O
17214,to,to,O,O
17215,buy,buy,O,O
17216,a,a,O,O
17217,gift,gift,O,O
17218,certificate,certificate,O,O
17219,here,here,O,O
17220,unless,unless,O,O
17221,you,you,O,O
17222,want,want,O,O
17223,them,them,O,O
17224,to,to,O,O
17225,take,take,O,O
17226,your,your,O,O
17227,money,money,O,O
17228,and,and,O,O
17229,give,give,O,O
17230,you,you,O,O
17231,nothing,nothing,O,O
17232,in,in,O,O
17233,return.Since,return.Since,O,O
17234,I,I,O,O
17235,am,am,O,O
17236,reviewing,reviewing,O,O
17237,this,this,O,O
17238,several,several,O,O
17239,months,months,O,O
17240,after,after,O,O
17241,the,the,O,O
17242,fact,fact,O,O
17243,",",",",O,O
17244,my,my,O,O
17245,memory,memory,O,O
17246,is,is,O,O
17247,somewhat,somewhat,O,O
17248,dim,dim,O,O
17249,so,so,O,O
17250,my,my,O,O
17251,review,review,O,O
17252,will,will,O,O
17253,probably,probably,O,O
17254,be,be,O,O
17255,relatively,relatively,O,O
17256,useless,useless,O,O
17257,.,.,O,O
17258,oh,oh,O,O
17259,well,well,O,O
17260,.,.,O,O
17261,general,general,O,O
17262,impressions,impressions,O,O
17263,.,.,O,O
17264,Stopped,Stopped,O,O
17265,in,in,O,O
17266,for,for,O,O
17267,the,the,O,O
17268,lunch,lunch,O,O
17269,buffet,buffet,O,O
17270,and,and,O,O
17271,thought,thought,O,O
17272,it,it,O,O
17273,was,was,O,O
17274,pretty,pretty,O,O
17275,decent,decent,O,O
17276,.,.,O,O
17277,Nothing,Nothing,O,O
17278,blew,blew,O,O
17279,my,my,O,O
17280,mind,mind,O,O
17281,",",",",O,O
17282,but,but,O,O
17283,the,the,O,O
17284,selection,selection,O,O
17285,was,was,O,O
17286,good,good,O,O
17287,",",",",O,O
17288,the,the,O,O
17289,price,price,O,O
17290,was,was,O,O
17291,not,not,O,O
17292,horrible,horrible,O,O
17293,",",",",O,O
17294,and,and,O,O
17295,the,the,O,O
17296,service,service,O,O
17297,was,was,O,O
17298,decent,decent,O,O
17299,.,.,O,O
17300,Would,Would,O,O
17301,I,I,O,O
17302,make,make,O,O
17303,a,a,O,O
17304,special,special,O,O
17305,trip,trip,O,O
17306,to,to,O,O
17307,Toronto,Toronto,O,O
17308,just,just,O,O
17309,to,to,O,O
17310,try,try,O,O
17311,it,it,O,O
17312,out,out,O,O
17313,?,?,O,O
17314,No,No,O,O
17315,",",",",O,O
17316,but,but,O,O
17317,it,it,O,O
17318,was,was,O,O
17319,alright.This,alright.This,O,O
17320,was,was,O,O
17321,ok,ok,O,O
17322,",",",",O,O
17323,had,had,O,O
17324,very,very,O,O
17325,conservative,conservative,O,O
17326,Indian,Indian,O,O
17327,food,food,O,O
17328,",",",",O,O
17329,high,high,O,O
17330,prices,prices,O,O
17331,",",",",O,O
17332,nothing,nothing,O,O
17333,too,too,O,O
17334,memorable,memorable,O,O
17335,.,.,O,O
17336,I,I,O,O
17337,heard,heard,O,O
17338,lunch,lunch,O,O
17339,was,was,O,O
17340,better,better,O,O
17341,",",",",O,O
17342,so,so,O,O
17343,I,I,O,O
17344,wll,wll,O,O
17345,try,try,O,O
17346,it,it,O,O
17347,",",",",O,O
17348,consider,consider,O,O
17349,this,this,O,O
