-DOCSTART- -X- -X- O
mango NN I-NP O
and CC O O
what WP B-NP O
looked VBD B-VP O
like JJ B-NP O
little JJ I-NP O
flapjacks NNS I-NP O
with IN B-PP O
a DT B-NP O
sugary JJ I-NP O
pudding NN I-NP O
. . O O
. . O O
. . O O
And CC O O
it PRP B-NP O
turns VBZ B-VP O
out RP O O
the DT B-NP O
sugary JJ I-NP O
stuff NN I-NP O
was VBD B-VP O
the DT B-NP O
best JJS I-NP O
dessert NN I-NP O
i NN I-NP O
've VBP B-VP O
tasted VBN I-VP O
since IN B-PP O
lava NN B-NP O
cakes NNS I-NP O
came VBD B-VP O
into IN B-PP O
existence NN B-NP O
. . O O

It PRP B-NP O
was VBD B-VP O
a DT B-NP O
form NN I-NP O
of IN B-PP O
bread NN B-NP B-MENU
pudding NN I-NP I-MENU
that IN B-PP O
i NN B-NP O
ca MD B-VP O
n't RB I-VP O
describe VB I-VP O
other JJ B-NP O
than IN B-PP O
`` `` O O
PLEASE NNP B-NP O
HAVE NNP I-NP O
MORE NNP I-NP O
`` `` O O
i JJ B-NP O
wish VBP B-VP O
i NN B-NP O
could MD B-VP O
remember VB I-VP O
the DT B-NP O
name NN I-NP O
but CC O O
it PRP B-NP O
was VBD B-VP O
purely RB I-VP O
amazing JJ B-NP O
. . O O

All DT B-NP O
in IN B-PP O
all DT B-NP O
, , O O
EXCELLENT NNP B-NP O
staff NN I-NP O
, , O O
great JJ B-NP O
service NN I-NP O
, , O O
food NN B-NP O
was VBD B-VP O
hot JJ B-NP O
and CC O O
spicy NN B-NP O
and CC O O
just RB O O
out IN B-PP O
of IN B-PP O
this DT B-NP O
world NN I-NP O
. . O O

It PRP B-NP O
is VBZ B-VP O
, , O O
by IN B-PP O
far RB B-NP O
, , O O
the DT B-NP O
best JJS I-NP O
Indian JJ I-NP O
i NN I-NP O
've VBP B-VP O
had VBN I-VP O
in IN B-PP O
Charlotte NNP B-NP O
. . O O

By IN B-PP O
Far NNP B-NP O
. . O O

I PRP B-NP O
'd MD B-VP O
give VB I-VP O
it PRP B-NP O
10 CD I-NP O
stars NNS I-NP O
if IN B-PP O
i NN B-NP O
could MD B-VP O
. . O O

Dosa NNP B-NP I-MENU
night NN I-NP O
for IN B-PP O
the DT B-NP O
win NN I-NP O
! . O O

Every DT B-NP O
Tuesday NNP I-NP O
night NN I-NP O
they PRP B-NP O
have VBP B-VP O
made VBN I-VP O
to TO I-VP O
order NN B-NP O
dosas NN I-NP B-MENU
. . O O

Our PRP$ B-NP O
group NN I-NP O
ordered VBD B-VP O
several JJ B-NP O
of IN B-PP O
them PRP B-NP O
and CC O O
I PRP B-NP O
got VBD B-VP O
to TO I-VP O
try VB I-VP O
the DT B-NP O
following JJ I-NP O
- : O O
potato NN B-NP O
, , O O
egg NN B-NP B-MENU
bhurji NN I-NP I-MENU
, , O O
butter NN B-NP B-MENU
chicken NN I-NP I-MENU
& CC O O
lamb NN B-NP B-MENU
. . O O

They PRP B-NP O
were VBD B-VP O
all DT B-NP O
good JJ I-NP O
, , O O
however RB O O
, , O O
the DT B-NP O
butter NN I-NP B-MENU
chicken NN I-NP I-MENU
and CC O O
egg NN B-NP B-MENU
dosas NNS I-NP I-MENU
were VBD B-VP O
my PRP$ B-NP O
favorite JJ I-NP O
. . O O

While IN B-PP O
waiting VBG B-VP O
for IN B-PP O
the DT B-NP O
dosas NN I-NP B-MENU
to TO B-VP O
arrive VB I-VP O
hit VB I-VP O
up RP O O
the DT B-NP O
buffet NN I-NP O
. . O O

Nice JJ B-NP O
dining VBG I-NP O
experience NN I-NP O
! . O O

This DT B-NP O
used VBN I-NP O
to TO B-VP O
be VB I-VP O
Persis NNP B-NP O
Biryani NNP I-NP B-MENU
Indian NNP I-NP O
Grill NNP I-NP O
. . O O

I PRP B-NP O
love VBP B-VP O
their PRP$ B-NP O
chicken NN I-NP B-MENU
tikka NN I-NP I-MENU
masala NN I-NP I-MENU
and CC O O
eating NN B-NP O
here RB O O
for IN B-PP O
buffet NN B-NP O
! . O O

I PRP B-NP O
kept VBD B-VP O
on IN B-PP O
saying VBG B-VP O
, , O O
I PRP B-NP O
think VBP B-VP O
they PRP B-NP O
would MD B-VP O
make VB I-VP O
a DT B-NP O
killing VBG I-NP O
offering NN I-NP O
Dosas NNP I-NP B-MENU
AND NNP I-NP O
Mimosas NNP I-NP B-MENU
; : O O
) ) O O
I PRP B-NP O
do VBP B-VP O
n't RB I-VP O
think VB I-VP O
I PRP B-NP O
would MD B-VP O
have VB I-VP O
found VBN I-VP O
out RP O O
about IN B-PP O
Red NNP B-NP O
Chillez NNP I-NP O
if IN B-PP O
it PRP B-NP O
were VBD B-VP O
n't RB I-VP O
for IN B-PP O
a DT B-NP O
dinner NN I-NP O
group NN I-NP O
that WDT B-NP O
I PRP B-NP O
joined VBD B-VP O
, , O O
but CC O O
I PRP B-NP O
'm VBP B-VP O
so RB I-VP O
glad JJ B-NP O
that IN B-PP O
I PRP B-NP O
did VBD B-VP O
, , O O
and CC O O
also RB O O
glad VBP B-VP O
that IN B-PP O
we PRP B-NP O
came VBD B-VP O
on IN B-PP O
a DT B-NP O
Tuesday NNP I-NP O
for IN B-PP O
their PRP$ B-NP O
Dosa NNP I-NP B-MENU
Buffet NNP I-NP O
. . O O

To TO B-VP O
be VB I-VP O
100 CD B-NP O
% NN I-NP O
honest NN I-NP O
with IN B-PP O
you PRP B-NP O
, , O O
I PRP B-NP O
did VBD B-VP O
n't RB I-VP O
know VB I-VP O
what WP B-NP O
a DT I-NP O
Dosa NNP I-NP B-MENU
is VBZ B-VP O
- : O O
it PRP B-NP O
's VBZ B-VP O
essentially RB I-VP O
a DT B-NP O
folded JJ I-NP O
crepe NN I-NP O
. . O O

Red NNP B-NP O
Chillez NNP I-NP O
offers VBZ B-VP O
a DT B-NP O
traditional JJ I-NP O
buffet NN I-NP O
with IN B-PP O
some DT B-NP O
non JJ I-NP O
- : O O
standard JJ B-NP O
items NNS I-NP O
. . O O

I PRP B-NP O
really RB O O
enjoyed VBD B-VP O
trying VBG I-VP O
all DT B-NP O
of IN B-PP O
the DT B-NP O
dips NNS I-NP O
and CC O O
spreads NNS B-NP O
and CC O O
figuring VBG B-VP O
out RP O O
what WP B-NP O
I PRP B-NP O
loved VBD B-VP O
and CC I-VP O
what WP B-NP O
I PRP B-NP O
still RB O O
have VBP B-VP O
n't RB I-VP O
acquired VBN I-VP O
a DT B-NP O
taste NN I-NP O
for IN B-PP O
. . O O

In IN B-PP O
addition NN B-NP O
to TO B-VP O
the DT B-NP O
buffet NN I-NP O
, , O O
there EX B-NP O
are VBP B-VP O
Dosa NNP B-NP B-MENU
menus NNS I-NP O
on IN B-PP O
the DT B-NP O
tables NNS I-NP O
for IN B-PP O
you PRP B-NP O
to TO B-VP O
basically RB I-VP O
order NN B-NP O
bottomless NN I-NP O
, , O O
made-to-order JJ B-NP O
Dosas NNP I-NP B-MENU
. . O O

And CC O O
they PRP B-NP O
're VBP B-VP O
ALL DT B-NP O
delicious JJ I-NP O
. . O O

Unfortunately RB O O
I PRP B-NP O
ca MD B-VP O
n't RB I-VP O
speak VB I-VP O
for IN B-PP O
any DT B-NP O
of IN B-PP O
the DT B-NP O
other JJ I-NP O
menu NN I-NP O
items NNS I-NP O
or CC O O
days NNS B-NP O
of IN B-PP O
the DT B-NP O
week NN I-NP O
, , O O
but CC O O
with IN B-PP O
the DT B-NP O
quality NN I-NP O
of IN B-PP O
the DT B-NP O
food NN I-NP O
that IN B-PP O
we PRP B-NP O
experienced VBD B-VP O
in IN B-PP O
the DT B-NP O
buffet NN I-NP O
, , O O
I PRP B-NP O
think VBP B-VP O
it PRP B-NP O
's VBZ B-VP O
probably RB I-VP O
safe JJ B-NP O
to TO B-VP O
say VB I-VP O
that IN B-PP O
you PRP B-NP O
would MD B-VP O
n't RB I-VP O
be VB I-VP O
let VB I-VP O
down RP O O
. . O O

BUT NNP B-NP O
, , O O
on IN B-PP O
Tuesdays NNS B-NP O
, , O O
all DT B-NP O
of IN B-PP O
this DT B-NP O
endless JJ I-NP O
food NN I-NP O
can MD B-VP O
be VB I-VP O
yours VBN I-VP O
for IN B-PP O
a DT B-NP O
LOW JJ I-NP O
price NN I-NP O
of IN B-PP O
$ $ B-NP O
14 CD I-NP O
. . O O

I PRP B-NP O
* VBP B-VP O
definitely RB I-VP O
* JJ B-NP O
got VBD B-VP O
my PRP$ B-NP O
money NN I-NP O
's POS B-NP O
worth NN I-NP O
, , O O
and CC O O
if IN B-PP O
it PRP B-NP O
were VBD B-VP O
closer RBR O O
this DT B-NP O
would MD B-VP O
be VB I-VP O
a DT B-NP O
staple JJ I-NP O
destination NN I-NP O
. . O O

But CC O O
I PRP B-NP O
think VBP B-VP O
it PRP B-NP O
's VBZ B-VP O
great JJ B-NP O
for IN B-PP O
anybody NN B-NP O
to TO B-VP O
check VB I-VP O
out RP O O
once RB O O
. . O O

Above-average JJ B-NP O
Indian JJ I-NP O
restaurant NN I-NP O
in IN B-PP O
Charlotte NNP B-NP O
that WDT B-NP O
might MD B-VP O
be VB I-VP O
best RB O O
visited VBN B-VP O
on IN B-PP O
their PRP$ B-NP O
Tuesday NNP I-NP O
Dosa NNP I-NP B-MENU
Nights NNP I-NP O
( ( O O
which WDT B-NP O
also RB O O
includes VBZ B-VP O
their PRP$ B-NP O
dinner NN I-NP O
buffet IN B-PP O
with IN B-PP O
dishes NNS B-NP O
like IN B-PP O
Biryani NNP B-NP B-MENU
, , O O
Uthappam NNP B-NP B-MENU
, , O O
Chole NNP B-NP B-MENU
Batura NNP I-NP I-MENU
, , O O
Idli NNP B-NP B-MENU
and CC O O
Sambar NNP B-NP B-MENU
) ) O O
. . O O

DOSA NNP B-NP B-MENU
MENU NNP I-NP O
Veg NNP I-NP B-MENU
Dosas NNP I-NP I-MENU
: : O O
Masala NNP B-NP B-MENU
Dosa NNP I-NP I-MENU
Guntur NNP I-NP B-MENU
Masala NNP I-NP I-MENU
Dosa NNP I-NP I-MENU
Mysore NNP I-NP B-MENU
Masala NNP I-NP I-MENU
Dosa NNP I-NP I-MENU
Ghee NNP I-NP B-MENU
Dosa NNP I-NP I-MENU
Plain NNP I-NP B-MENU
Dosa NNP I-NP I-MENU
Spring NNP I-NP B-MENU
Noodles NNP I-NP I-MENU
Dosa NNP I-NP I-MENU
Non NNP I-NP B-MENU
- : O I-MENU
Veg NNP B-NP I-MENU
Dosas NNP I-NP I-MENU
: : O O
Omelet NNP B-NP B-MENU
Dosa NNP I-NP I-MENU
Kodi NNP I-NP B-MENU
Vepudu NNP I-NP I-MENU
Dosa NNP I-NP I-MENU
Lamb NNP I-NP B-MENU
Sukka NNP I-NP I-MENU
Dosa NNP I-NP I-MENU
Kids NNP I-NP B-MENU
Dosas NNP I-NP I-MENU
: : O O
Jam NNP B-NP B-MENU
Dosa NNP I-NP I-MENU
Chocolate NNP I-NP B-MENU
Dosa NNP I-NP I-MENU
Cheese NNP I-NP B-MENU
Dosa NNP I-NP I-MENU
. . O O

Move NNP B-NP O
over IN B-PP O
Taco NNP B-NP O
Tuesdays NNP I-NP O
, , O O
Dosa NNP B-NP B-MENU
night NN I-NP O
at IN B-PP O
Red NNP B-NP O
Chillez NNP I-NP O
is VBZ B-VP O
the DT B-NP O
place NN I-NP O
to TO B-VP O
be VB I-VP O
. . O O

We PRP B-NP O
went VBD B-VP O
here RB I-VP O
for IN B-PP O
our PRP$ B-NP O
first JJ I-NP O
ever RB O O
Yelp NNP B-NP O
's POS B-NP O
International NNP I-NP O
Supper NNP I-NP O
Club NNP I-NP O
gathering NN I-NP O
. . O O

This DT B-NP O
was VBD B-VP O
my PRP$ B-NP O
first JJ I-NP O
time NN I-NP O
experiencing VBG B-VP O
Red NNP B-NP O
Chillez NNP I-NP O
. . O O

Every DT B-NP O
Tuesday NNP I-NP O
is VBZ B-VP O
dosa JJ B-NP B-MENU
night NN I-NP O
. . O O

What WP B-NP O
does VBZ B-VP O
this DT B-NP O
mean NN I-NP O
? . O O

You PRP B-NP O
can MD B-VP O
get VB I-VP O
made VBN I-VP O
to TO I-VP O
order NN B-NP O
dosas NNS I-NP B-MENU
along IN B-PP O
with IN B-PP O
the DT B-NP O
buffet NN I-NP O
. . O O

The DT B-NP O
dosa NN I-NP B-MENU
menu NN I-NP O
has VBZ B-VP O
six CD B-NP O
vegetarian NN I-NP O
options NNS I-NP O
, , O O
three CD B-NP O
non SYM B-VP O
- : O O
veg NN B-NP O
, , O O
and CC O O
three CD B-NP O
kid SYM B-VP O
- : O O
friendly JJ B-NP O
options NNS I-NP O
. . O O

We PRP B-NP O
had VBD B-VP O
a DT B-NP O
group NN I-NP O
of IN B-PP O
about IN B-PP O
12 CD B-NP O
people NNS I-NP O
, , O O
so IN B-PP O
we PRP B-NP O
ordered VBD B-VP O
several JJ B-NP O
to TO B-VP O
share NN B-NP O
. . O O

My PRP$ B-NP O
hands-down JJ I-NP O
favorite NN I-NP O
was VBD B-VP O
the DT B-NP O
butter NN I-NP B-MENU
chicken NN I-NP I-MENU
dosa NN I-NP I-MENU
. . O O

The DT B-NP O
buffet NN I-NP O
had VBD B-VP O
your PRP$ B-NP O
basic JJ I-NP O
Indian JJ I-NP O
staples NNS I-NP O
, , O O
plus CC O O
a DT B-NP O
hot JJ I-NP O
chai NN I-NP B-MENU
tea NN I-NP B-MENU
. . O O

A DT B-NP O
bottle NN I-NP O
of IN B-PP O
water NN B-NP O
, , O O
the DT B-NP O
buffet NN I-NP O
, , O O
and CC O O
made VBD B-VP O
to TO I-VP O
order NN B-NP O
dosas NNS I-NP B-MENU
= VBP B-VP O
about IN B-PP O
$ $ B-NP O
14 CD I-NP O
. . O O

Great JJ B-NP O
price NN I-NP O
. . O O

Other JJ B-NP O
notes NNS I-NP O
: : O O
you PRP B-NP O
can MD B-VP O
place VB I-VP O
orders NNS B-NP O
online VBP B-VP O
. . O O

You PRP B-NP O
can MD B-VP O
also RB I-VP O
choose VB I-VP O
your PRP$ B-NP O
level NN I-NP O
of IN B-PP O
spiciness NN B-NP O
for IN B-PP O
each DT B-NP O
dish NN I-NP O
. . O O

They PRP B-NP O
also RB O O
offer VBP B-VP O
breakfast JJ B-NP O
Friday-Sunday JJ I-NP O
from IN B-PP O
8 CD B-NP O
- : O O
11am CD B-NP O
. . O O

For IN B-PP O
the DT B-NP O
lunch NN I-NP O
crowd NN I-NP O
, , O O
they PRP B-NP O
have VBP B-VP O
a DT B-NP O
promo NN I-NP O
where WRB O O
you PRP B-NP O
can MD B-VP O
get VB I-VP O
a DT B-NP O
free JJ I-NP O
lunch NN I-NP O
buffet NN I-NP O
when WRB O O
you PRP B-NP O
purchase VBP B-VP O
nine CD B-NP O
buffets NNS I-NP O
. . O O

Highly NNP B-NP O
recommend VBP B-VP O
checking VBG I-VP O
this DT B-NP O
place NN I-NP O
out RP B-PP O
on IN B-PP O
a DT B-NP O
Tuesday NNP I-NP O
. . O O

I PRP B-NP O
would MD B-VP O
definitely RB I-VP O
come VB I-VP O
back RB O O
for IN B-PP O
dosa NN B-NP B-MENU
night NN I-NP O
. . O O

Visited VBN B-VP O
this DT B-NP O
place NN I-NP O
with IN B-PP O
my PRP$ B-NP O
Office NNP I-NP O
colleagues NNS I-NP O
, , O O
we PRP B-NP O
had VBD B-VP O
Dalpuri NNP B-NP B-MENU
with IN B-PP O
Aloo NNP B-NP B-MENU
Chana NNP I-NP I-MENU
and CC O O
Tomatoes NNP B-NP B-MENU
Choka NNP I-NP I-MENU
, , O O
Fried NNP B-NP B-MENU
Fish NNP I-NP I-MENU
sandwich NN I-NP I-MENU
, , O O
Doubles NNP B-NP B-MENU
, , O O
Wraps NNP B-NP O
. . O O
. . O O
the DT B-NP O
food NN I-NP O
was VBD B-VP O
overall JJ B-NP O
was VBD B-VP O
tasty JJ B-NP O
with IN B-PP O
huge JJ B-NP O
portions NNS I-NP O
. . O O

The DT B-NP O
Dine NNP I-NP O
in IN B-PP O
experience NN B-NP O
is VBZ B-VP O
also RB I-VP O
good JJ B-NP O
as IN B-PP O
the DT B-NP O
place NN I-NP O
has VBZ B-VP O
spacious JJ B-NP O
sitting VBG I-NP O
area NN I-NP O
and CC O O
is VBZ B-VP O
very RB I-VP O
neat JJ B-NP O
. . O O

I PRP B-NP O
would MD B-VP O
recommended VB I-VP O
this DT B-NP O
place NN I-NP O
if IN B-PP O
you PRP B-NP O
are VBP B-VP O
looking VBG I-VP O
around IN B-PP O
for IN B-PP O
some DT B-NP O
good JJ I-NP O
West NNP I-NP O
Indian JJ I-NP O
food NN I-NP O
for IN B-PP O
a DT B-NP O
small JJ I-NP O
group NN I-NP O
( ( O O
4 CD B-NP O
- : O O
5 CD B-NP O
people NNS I-NP O
) ) O O
of IN B-PP O
family NN B-NP O
or CC O O
friends NNS B-NP O
. . O O

Best JJS B-NP O
doubles NNS I-NP B-MENU
I PRP B-NP O
ever RB O O
had VBD B-VP O
outside IN B-PP O
of IN B-PP O
Trinidad NNP B-NP O
. . O O

Everything NN B-NP O
from IN B-PP O
the DT B-NP O
consistency NN I-NP O
of IN B-PP O
the DT B-NP O
barra NN I-NP O
and CC O O
the DT B-NP O
mango NN I-NP O
tasted VBD B-VP O
authentic JJ B-NP O
. . O O

I PRP B-NP O
would MD B-VP O
have VB I-VP O
thought VBN I-VP O
I PRP B-NP O
was VBD B-VP O
in IN B-PP O
trini NN B-NP O
If IN B-PP O
it PRP B-NP O
was VBD B-VP O
n't RB I-VP O
for IN B-PP O
the DT B-NP O
snow JJ I-NP O
outside NN I-NP O
. . O O

They PRP B-NP O
have VBP B-VP O
all PDT B-NP O
the DT I-NP O
trini NN I-NP O
sodas NN I-NP O
and CC O O
snacks NNS B-NP O
. . O O

Amy NNP B-NP O
was VBD B-VP O
very RB I-VP O
polite JJ B-NP O
and CC O O
service NN B-NP O
was VBD B-VP O
fast RB I-VP O
. . O O

I PRP B-NP O
will MD B-VP O
definitely RB I-VP O
returnThis VB I-VP O
roti NN B-NP B-MENU
shop NN I-NP O
is VBZ B-VP O
high JJ B-NP O
quality NN I-NP O
, , O O
the DT B-NP O
staff NN I-NP O
are VBP B-VP O
friendly JJ B-NP O
and CC O O
the DT B-NP O
food NN I-NP O
tastes NNS I-NP O
amazing VBG B-VP O
. . O O

The DT B-NP O
prices NNS I-NP O
are VBP B-VP O
average JJ B-NP O
, , O O
but CC O O
they PRP B-NP O
have VBP B-VP O
a DT B-NP O
wide JJ I-NP O
variety NN I-NP O
of IN B-PP O
foods NNS B-NP O
. . O O

They PRP B-NP O
cook VBP B-VP O
vegetarian JJ B-NP O
food NN I-NP O
separately RB O O
to TO B-VP O
ensure VB I-VP O
that IN B-PP O
it PRP B-NP O
is VBZ B-VP O
not RB I-VP O
contaminated VBN I-VP O
by IN B-PP O
any DT B-NP O
meats NNS I-NP O
. . O O

This DT B-NP O
is VBZ B-VP O
the DT B-NP O
new JJ I-NP O
Lena NNP I-NP O
's POS B-NP O
Roti NNP I-NP B-MENU
& CC O O
Doubles NNP B-NP B-MENU
, , O O
there EX B-NP O
is VBZ B-VP O
an DT B-NP O
older JJR I-NP O
one CD I-NP O
which WDT B-NP O
I PRP B-NP O
do VBP B-VP O
not RB I-VP O
recommend VB I-VP O
as IN B-PP O
the DT B-NP O
food NN I-NP O
there EX B-NP O
is VBZ B-VP O
very RB I-VP O
poor JJ B-NP O
quality NN I-NP O
. . O O

Any DT B-NP O
long JJ I-NP O
time NN I-NP O
Lena NNP I-NP O
's POS B-NP O
fan NN I-NP O
should MD B-VP O
be VB I-VP O
aware JJ B-NP O
of IN B-PP O
this DT B-NP O
change NN I-NP O
. . O O

Lena NNP B-NP O
's POS B-NP O
is VBZ B-VP O
our PRP$ B-NP O
go-to JJ I-NP O
restaurant NN I-NP O
for IN B-PP O
West NNP B-NP O
Indian JJ I-NP O
food NN I-NP O
. . O O

I PRP B-NP O
would MD B-VP O
recommend VB I-VP O
, , O O
and CC O O
will MD B-VP O
come VB I-VP O
again RB O O
to TO B-VP O
Lena NNP B-NP O
's POS B-NP O
Roti NNP I-NP B-MENU
& CC O O
Doubles NNP B-NP B-MENU
. . O O

( ( O O
BTW NN B-NP O
: : O O
To TO B-VP O
tell VB I-VP O
apart RB O O
the DT B-NP O
two CD I-NP O
shops NNS I-NP O
, , O O
the DT B-NP O
good JJ I-NP O
one NN I-NP O
has VBZ B-VP O
large JJ B-NP O
green JJ I-NP O
text NN I-NP O
on IN B-PP O
the DT B-NP O
building NN I-NP O
itself PRP B-NP O
while IN B-PP O
the DT B-NP O
bad JJ I-NP O
one NN I-NP O
has VBZ B-VP O
green JJ B-NP O
text NN I-NP O
on IN B-PP O
a DT B-NP O
black JJ I-NP O
background NN I-NP O
) ) O O
. . O O
This DT B-NP O
is VBZ B-VP O
my PRP$ B-NP O
favorite JJ I-NP O
spot NN I-NP O
for IN B-PP O
doubles NNS B-NP B-MENU
in IN B-PP O
the DT B-NP O
GTA NNP I-NP O
. . O O

The DT B-NP O
doubles NNS I-NP B-MENU
are VBP B-VP O
fresh JJ B-NP O
, , O O
tasty JJ B-NP O
and CC O O
taste NN B-NP O
so RB O O
authentic JJ B-NP O
you PRP B-NP O
will MD B-VP O
think VB I-VP O
you PRP B-NP O
are VBP B-VP O
back RB I-VP O
in IN B-PP O
Trinidad NNP B-NP O
. . O O

Very RB O O
impressive JJ B-NP O
. . O O

Best JJS B-NP O
West JJ I-NP O
Indian JJ I-NP O
food NN I-NP O
I PRP B-NP O
've VBP B-VP O
had VBN I-VP O
in IN B-PP O
North NNP B-NP O
America NNP I-NP O
. . O O

They PRP B-NP O
definitely RB O O
got VBD B-VP O
their PRP$ B-NP O
roti NN I-NP B-MENU
right NN I-NP O
! . O O

Taking VBG B-VP O
off RP O O
one CD B-NP O
star NN I-NP O
only RB O O
because IN B-PP O
the DT B-NP O
fried JJ I-NP O
aloo NN I-NP O
was VBD B-VP O
not RB I-VP O
on IN B-PP O
par NN B-NP O
with IN B-PP O
the DT B-NP O
other JJ I-NP O
dishes NNS I-NP O
. . O O

The DT B-NP O
food NN I-NP O
was VBD B-VP O
fast RB I-VP O
and CC I-VP O
delicious JJ B-NP O
. . O O

I PRP B-NP O
had VBD B-VP O
the DT B-NP O
boneless NN I-NP B-MENU
goat NN I-NP I-MENU
and CC O O
it PRP B-NP O
was VBD B-VP O
hot JJ B-NP O
and CC O O
sizzling NN B-NP O
. . O O

Lots NNS B-NP O
of IN B-PP O
parking VBG B-VP O
spaces NNS B-NP O
and CC O O
lunchtime NN B-NP O
is VBZ B-VP O
n't RB I-VP O
too RB O O
busy JJ B-NP O
. . O O

The DT B-NP O
ordering JJ I-NP O
steps NNS I-NP O
are VBP B-VP O
easy JJ B-NP O
and CC O O
there EX B-NP O
are VBP B-VP O
nice JJ B-NP O
people NNS I-NP O
there RB O O
. . O O

The DT B-NP O
food NN I-NP O
was VBD B-VP O
n't RB I-VP O
horrible JJ B-NP O
but CC O O
I PRP B-NP O
was VBD B-VP O
n't RB I-VP O
impressed JJ B-NP O
either CC O O
I PRP B-NP O
visited VBD B-VP O
on IN B-PP O
a DT B-NP O
Friday NNP I-NP O
around IN B-PP O
lunch NN B-NP O
time NN I-NP O
the DT B-NP O
dining NN I-NP O
room NN I-NP O
was VBD B-VP O
full JJ B-NP O
and CC O O
there EX B-NP O
was VBD B-VP O
a DT B-NP O
little JJ I-NP O
bit NN I-NP O
of IN B-PP O
a DT B-NP O
line NN I-NP O
but CC O O
the DT B-NP O
cashier NN I-NP O
was VBD B-VP O
quick JJ B-NP O
so RB O O
I PRP B-NP O
did VBD B-VP O
n't RB I-VP O
wait VB I-VP O
long RB O O
to TO B-VP O
place VB I-VP O
my PRP$ B-NP O
order NN I-NP O
It PRP B-NP O
took VBD B-VP O
less JJR B-NP O
than IN B-PP O
5 CD B-NP O
minutes NNS I-NP O
for IN B-PP O
my PRP$ B-NP O
doubles NNS I-NP B-MENU
to TO B-VP O
come VB I-VP O
out RP O O
after IN B-PP O
I PRP B-NP O
ordered VBD B-VP O
them PRP B-NP O
for IN B-PP O
me PRP B-NP O
I PRP B-NP O
like VBP B-VP O
my PRP$ B-NP O
doubles NNS I-NP B-MENU
a DT B-NP O
little JJ I-NP O
bit NN I-NP O
on IN B-PP O
the DT B-NP O
runny JJ I-NP O
side NN I-NP O
and CC O O
the DT B-NP O
Curry NNP I-NP B-MENU
was VBD B-VP O
n't RB I-VP O
that IN B-PP O
runny VB B-NP O
I PRP B-NP O
did VBD B-VP O
n't RB I-VP O
like IN B-PP O
the DT B-NP O
dough NN I-NP O
it PRP B-NP O
lacked VBD B-VP O
flavor NN B-NP O
to TO B-VP O
me PRP B-NP O
overall JJ I-NP O
if IN B-PP O
someone NN B-NP O
were VBD B-VP O
to TO I-VP O
give VB I-VP O
it PRP B-NP O
to TO B-VP O
me PRP B-NP O
I PRP B-NP O
'd MD B-VP O
eat VB I-VP O
it PRP B-NP O
but CC O O
I PRP B-NP O
do VBP B-VP O
n't RB I-VP O
think VB I-VP O
I PRP B-NP O
would MD B-VP O
go VB I-VP O
back RB O O
and CC O O
spend VB B-VP O
my PRP$ B-NP O
own JJ I-NP O
money NN I-NP O
on IN B-PP O
itNow NN B-NP O
this DT I-NP O
is VBZ B-VP O
good JJ B-NP O
food NN I-NP O
. . O O

This DT B-NP O
was VBD B-VP O
a DT B-NP O
skip NN I-NP O
the DT B-NP O
dishes NNS I-NP O
order NN I-NP O
and CC O O
the DT B-NP O
food NN I-NP O
was VBD B-VP O
delivered VBN I-VP O
hot JJ B-NP O
. . O O

I PRP B-NP O
ordered VBD B-VP O
the DT B-NP O
basic JJ I-NP O
staples NNS I-NP O
such JJ I-NP O
as IN B-PP O
doubles NNS B-NP B-MENU
, , O O
Aloo NNP B-NP B-MENU
pie NN I-NP I-MENU
, , O O
pholourie NN B-NP B-MENU
and CC O O
a DT B-NP O
boneless NN I-NP B-MENU
goat NN I-NP I-MENU
roti NN I-NP I-MENU
. . O O

I PRP B-NP O
also RB O O
ordered VBD B-VP O
two CD B-NP O
solo JJ I-NP O
drinks NNS I-NP O
, , O O
currants NNS B-NP B-MENU
roll VBP B-VP I-MENU
and CC I-VP O
Kurma NNP B-NP B-MENU
to TO B-VP O
try VB I-VP O
. . O O

The DT B-NP O
pictures NNS I-NP O
speak VBP B-VP O
for IN B-PP O
themselves PRP B-NP O
when WRB O O
showing VBG B-VP O
you PRP B-NP O
quality JJ I-NP O
food NN I-NP O
. . O O

There EX B-NP O
's VBZ B-VP O
no DT B-NP O
filler NN I-NP O
. . O O
. . O O
. . O O
like IN B-PP O
a DT B-NP O
ridiculous JJ I-NP O
amount NN I-NP O
of IN B-PP O
potato NN B-NP O
for IN B-PP O
the DT B-NP O
curry NN I-NP B-MENU
goat NN I-NP I-MENU
, , O O
what WP B-NP O
you PRP B-NP O
get VBP B-VP O
is VBZ I-VP O
honest JJ B-NP O
and CC O O
delicious JJ B-NP O
food NN I-NP O
. . O O

They PRP B-NP O
did VBD B-VP O
n't RB I-VP O
forget VB I-VP O
a DT B-NP O
single JJ I-NP O
item NN I-NP O
from IN B-PP O
our PRP$ B-NP O
order NN I-NP O
, , O O
they PRP B-NP O
sent VBD B-VP O
us PRP B-NP O
napkins NNS I-NP O
and CC O O
cutlery NN B-NP O
. . O O

This DT B-NP O
location NN I-NP O
is VBZ B-VP O
definitely RB I-VP O
raising VBG I-VP O
the DT B-NP O
bar NN I-NP O
for IN B-PP O
quality NN B-NP O
food NN I-NP O
delivered VBD B-VP O
right JJ B-NP O
to TO B-VP O
your PRP$ B-NP O
